Date,Pair,Open,High,Low,Close
1/2/2012 0:00,GBPUSD,1.54937,1.55078,1.5487,1.54985
1/2/2012 1:00,GBPUSD,1.54984,1.55149,1.54957,1.55097
1/2/2012 2:00,GBPUSD,1.55098,1.55147,1.55082,1.55113
1/2/2012 3:00,GBPUSD,1.55112,1.55153,1.55021,1.55054
1/2/2012 4:00,GBPUSD,1.55055,1.55147,1.55,1.55079
1/2/2012 5:00,GBPUSD,1.5507,1.55122,1.55,1.55016
1/2/2012 6:00,GBPUSD,1.55073,1.55088,1.54987,1.55031
1/2/2012 7:00,GBPUSD,1.55065,1.55136,1.54985,1.55097
1/2/2012 8:00,GBPUSD,1.55082,1.55111,1.54852,1.54943
1/2/2012 9:00,GBPUSD,1.54942,1.55016,1.54888,1.54978
1/2/2012 10:00,GBPUSD,1.54981,1.55405,1.5497,1.55177
1/2/2012 11:00,GBPUSD,1.55175,1.55212,1.5492,1.54984
1/2/2012 12:00,GBPUSD,1.54983,1.5506,1.5498,1.55022
1/2/2012 13:00,GBPUSD,1.55019,1.55053,1.54963,1.54974
1/2/2012 14:00,GBPUSD,1.54967,1.55006,1.54743,1.54809
1/2/2012 15:00,GBPUSD,1.54807,1.55105,1.54795,1.54855
1/2/2012 16:00,GBPUSD,1.54854,1.5492,1.54669,1.54695
1/2/2012 17:00,GBPUSD,1.54694,1.5503,1.54684,1.54916
1/2/2012 18:00,GBPUSD,1.54914,1.55004,1.54867,1.55004
1/2/2012 19:00,GBPUSD,1.55003,1.55089,1.54945,1.55066
1/2/2012 20:00,GBPUSD,1.55068,1.55102,1.54832,1.54995
1/2/2012 21:00,GBPUSD,1.54996,1.55028,1.54894,1.54982
1/2/2012 22:00,GBPUSD,1.54981,1.55155,1.54962,1.55097
1/2/2012 23:00,GBPUSD,1.55095,1.5515,1.54992,1.55089
1/3/2012 0:00,GBPUSD,1.55091,1.55197,1.5504,1.5517
1/3/2012 1:00,GBPUSD,1.55169,1.55275,1.55086,1.55096
1/3/2012 2:00,GBPUSD,1.55097,1.55326,1.55049,1.55277
1/3/2012 3:00,GBPUSD,1.55279,1.55354,1.55206,1.55331
1/3/2012 4:00,GBPUSD,1.5533,1.55335,1.5523,1.55272
1/3/2012 5:00,GBPUSD,1.55273,1.55377,1.55272,1.55377
1/3/2012 6:00,GBPUSD,1.55378,1.55546,1.55375,1.55454
1/3/2012 7:00,GBPUSD,1.55453,1.55774,1.55426,1.55526
1/3/2012 8:00,GBPUSD,1.55525,1.55926,1.55515,1.55763
1/3/2012 9:00,GBPUSD,1.55766,1.55766,1.55581,1.55709
1/3/2012 10:00,GBPUSD,1.5571,1.55986,1.55619,1.55751
1/3/2012 11:00,GBPUSD,1.55751,1.56074,1.55748,1.55859
1/3/2012 12:00,GBPUSD,1.55855,1.56227,1.5584,1.56091
1/3/2012 13:00,GBPUSD,1.5609,1.56205,1.55966,1.56046
1/3/2012 14:00,GBPUSD,1.56045,1.56089,1.55756,1.55798
1/3/2012 15:00,GBPUSD,1.55798,1.55937,1.5569,1.55915
1/3/2012 16:00,GBPUSD,1.55916,1.5638,1.55912,1.56371
1/3/2012 17:00,GBPUSD,1.56371,1.56642,1.56324,1.56533
1/3/2012 18:00,GBPUSD,1.56534,1.56687,1.56436,1.5648
1/3/2012 19:00,GBPUSD,1.56479,1.56678,1.56458,1.5664
1/3/2012 20:00,GBPUSD,1.56641,1.56645,1.56461,1.56487
1/3/2012 21:00,GBPUSD,1.56488,1.56536,1.56429,1.56461
1/3/2012 22:00,GBPUSD,1.56463,1.56533,1.56421,1.56475
1/3/2012 23:00,GBPUSD,1.56475,1.56554,1.56418,1.56438
1/4/2012 0:00,GBPUSD,1.56437,1.5649,1.56385,1.56429
1/4/2012 1:00,GBPUSD,1.5643,1.5645,1.56356,1.56384
1/4/2012 2:00,GBPUSD,1.56383,1.5646,1.56382,1.56428
1/4/2012 3:00,GBPUSD,1.56429,1.56433,1.56287,1.56304
1/4/2012 4:00,GBPUSD,1.56301,1.56432,1.56266,1.5642
1/4/2012 5:00,GBPUSD,1.56421,1.56431,1.5636,1.56419
1/4/2012 6:00,GBPUSD,1.56419,1.56422,1.56288,1.56358
