Date,Pair,Open,High,Low,Close
1/19/2012 20:00,GBPUSD,1.54748,1.54916,1.54629,1.54868
1/20/2012 0:00,GBPUSD,1.54867,1.54944,1.54792,1.54867
1/20/2012 4:00,GBPUSD,1.54868,1.54955,1.54841,1.54878
1/20/2012 8:00,GBPUSD,1.54877,1.55,1.54498,1.5457
1/20/2012 12:00,GBPUSD,1.5457,1.5535,1.54551,1.55189
1/20/2012 16:00,GBPUSD,1.55191,1.55435,1.55129,1.55435
1/20/2012 20:00,GBPUSD,1.55435,1.55765,1.55334,1.55737
1/23/2012 0:00,GBPUSD,1.55401,1.55579,1.55268,1.55424
1/23/2012 4:00,GBPUSD,1.55423,1.55564,1.55408,1.55473
1/23/2012 8:00,GBPUSD,1.55474,1.55747,1.55161,1.55631
1/23/2012 12:00,GBPUSD,1.55627,1.55968,1.55441,1.5596
1/23/2012 16:00,GBPUSD,1.55957,1.56012,1.55639,1.55672
1/23/2012 20:00,GBPUSD,1.55672,1.55769,1.55517,1.55615
1/24/2012 0:00,GBPUSD,1.55615,1.55794,1.55488,1.55531
1/24/2012 4:00,GBPUSD,1.5553,1.55601,1.55368,1.5554
1/24/2012 8:00,GBPUSD,1.55541,1.55751,1.55321,1.55461
1/24/2012 12:00,GBPUSD,1.55467,1.55927,1.55412,1.55773
1/24/2012 16:00,GBPUSD,1.55775,1.56131,1.55632,1.5608
1/24/2012 20:00,GBPUSD,1.56078,1.56253,1.55904,1.56197
1/25/2012 0:00,GBPUSD,1.56195,1.56265,1.56048,1.56161
1/25/2012 4:00,GBPUSD,1.56158,1.56196,1.5601,1.56073
1/25/2012 8:00,GBPUSD,1.56073,1.56167,1.55328,1.558
1/25/2012 12:00,GBPUSD,1.558,1.56019,1.55503,1.55794
1/25/2012 16:00,GBPUSD,1.55794,1.56434,1.55529,1.5633
1/25/2012 20:00,GBPUSD,1.56329,1.56772,1.56088,1.56535
1/26/2012 0:00,GBPUSD,1.56536,1.56599,1.56495,1.56568
1/26/2012 4:00,GBPUSD,1.56567,1.56744,1.56518,1.56607
1/26/2012 8:00,GBPUSD,1.56604,1.57175,1.56549,1.5695
1/26/2012 12:00,GBPUSD,1.56951,1.57095,1.56676,1.56852
1/26/2012 16:00,GBPUSD,1.56851,1.57333,1.5676,1.56894
1/26/2012 20:00,GBPUSD,1.56892,1.56982,1.56793,1.56866
1/27/2012 0:00,GBPUSD,1.56868,1.56934,1.56612,1.56788
1/27/2012 4:00,GBPUSD,1.56788,1.56866,1.56665,1.56784
1/27/2012 8:00,GBPUSD,1.56785,1.5717,1.5675,1.57116
1/27/2012 12:00,GBPUSD,1.57115,1.57279,1.56824,1.57083
1/27/2012 16:00,GBPUSD,1.57081,1.57297,1.56403,1.57203
1/27/2012 20:00,GBPUSD,1.57204,1.57392,1.57143,1.57269
1/30/2012 0:00,GBPUSD,1.57253,1.57298,1.57076,1.57137
1/30/2012 4:00,GBPUSD,1.57138,1.57247,1.56778,1.56815
1/30/2012 8:00,GBPUSD,1.56818,1.56888,1.56534,1.56748
1/30/2012 12:00,GBPUSD,1.56747,1.57014,1.56564,1.56715
1/30/2012 16:00,GBPUSD,1.56716,1.56956,1.56651,1.56904
1/30/2012 20:00,GBPUSD,1.56903,1.57118,1.5685,1.5708
1/31/2012 0:00,GBPUSD,1.57078,1.57341,1.56975,1.5732
1/31/2012 4:00,GBPUSD,1.57321,1.5741,1.57246,1.57356
1/31/2012 8:00,GBPUSD,1.57357,1.57928,1.57284,1.5783
1/31/2012 12:00,GBPUSD,1.57831,1.57948,1.57618,1.57803
1/31/2012 16:00,GBPUSD,1.57806,1.57952,1.57448,1.57542
1/31/2012 20:00,GBPUSD,1.57542,1.5765,1.57449,1.57645
2/1/2012 0:00,GBPUSD,1.57644,1.57659,1.57535,1.5754
2/1/2012 4:00,GBPUSD,1.5754,1.57598,1.57276,1.57299
2/1/2012 8:00,GBPUSD,1.573,1.57859,1.57054,1.57571
2/1/2012 12:00,GBPUSD,1.5757,1.58668,1.57468,1.58394
2/1/2012 16:00,GBPUSD,1.58395,1.58821,1.58292,1.58402
2/1/2012 20:00,GBPUSD,1.58405,1.58499,1.58184,1.58451
2/2/2012 0:00,GBPUSD,1.5845,1.5857,1.5837,1.58476
2/2/2012 4:00,GBPUSD,1.58477,1.58567,1.5837,1.58472
2/2/2012 8:00,GBPUSD,1.58471,1.58567,1.58147,1.58246
2/2/2012 12:00,GBPUSD,1.58245,1.58367,1.58072,1.58134
2/2/2012 16:00,GBPUSD,1.58135,1.58421,1.57958,1.57993
2/2/2012 20:00,GBPUSD,1.57994,1.58121,1.57948,1.58055
2/3/2012 0:00,GBPUSD,1.58057,1.58219,1.57847,1.58135
2/3/2012 4:00,GBPUSD,1.58137,1.58265,1.58054,1.58254
2/3/2012 8:00,GBPUSD,1.58255,1.58591,1.58128,1.58449
2/3/2012 12:00,GBPUSD,1.5845,1.58462,1.57492,1.57902
2/3/2012 16:00,GBPUSD,1.57901,1.58221,1.57682,1.58107
2/3/2012 20:00,GBPUSD,1.58107,1.58302,1.58028,1.58107
2/6/2012 0:00,GBPUSD,1.58193,1.58202,1.57755,1.57755
2/6/2012 4:00,GBPUSD,1.57753,1.57836,1.57643,1.57778
2/6/2012 8:00,GBPUSD,1.57777,1.5784,1.57294,1.57351
2/6/2012 12:00,GBPUSD,1.57351,1.57875,1.57348,1.57718
2/6/2012 16:00,GBPUSD,1.57718,1.58392,1.57712,1.5818
2/6/2012 20:00,GBPUSD,1.5818,1.58321,1.58128,1.58178
2/7/2012 0:00,GBPUSD,1.58179,1.58233,1.58062,1.58092
2/7/2012 4:00,GBPUSD,1.58093,1.58303,1.57921,1.57937
2/7/2012 8:00,GBPUSD,1.57974,1.58349,1.57971,1.58104
2/7/2012 12:00,GBPUSD,1.58105,1.58413,1.57877,1.58226
2/7/2012 16:00,GBPUSD,1.58225,1.59026,1.58141,1.58869
2/7/2012 20:00,GBPUSD,1.58869,1.59042,1.58815,1.58996
2/8/2012 0:00,GBPUSD,1.58997,1.59017,1.58863,1.58978
2/8/2012 4:00,GBPUSD,1.58977,1.59167,1.58884,1.59023
2/8/2012 8:00,GBPUSD,1.59022,1.59277,1.58749,1.58753
2/8/2012 12:00,GBPUSD,1.58752,1.59035,1.58536,1.58625
2/8/2012 16:00,GBPUSD,1.58624,1.58663,1.57961,1.58237
2/8/2012 20:00,GBPUSD,1.58234,1.5828,1.5812,1.58136
2/9/2012 0:00,GBPUSD,1.58134,1.58166,1.57916,1.58128
2/9/2012 4:00,GBPUSD,1.58127,1.58468,1.58034,1.58373
2/9/2012 8:00,GBPUSD,1.58373,1.58611,1.58235,1.58399
2/9/2012 12:00,GBPUSD,1.584,1.58839,1.58194,1.58613
2/9/2012 16:00,GBPUSD,1.58614,1.58646,1.58148,1.58186
2/9/2012 20:00,GBPUSD,1.58188,1.58302,1.58117,1.58152
2/10/2012 0:00,GBPUSD,1.58156,1.58161,1.58009,1.58022
2/10/2012 4:00,GBPUSD,1.58021,1.58046,1.57806,1.57853
2/10/2012 8:00,GBPUSD,1.57852,1.58486,1.57663,1.58328
2/10/2012 12:00,GBPUSD,1.58329,1.58386,1.5751,1.57568
2/10/2012 16:00,GBPUSD,1.57569,1.5762,1.57295,1.57304
2/10/2012 20:00,GBPUSD,1.57302,1.57659,1.57299,1.57525
2/13/2012 0:00,GBPUSD,1.57904,1.57977,1.57587,1.57768
2/13/2012 4:00,GBPUSD,1.57766,1.57956,1.57746,1.57825
2/13/2012 8:00,GBPUSD,1.57824,1.58265,1.57774,1.58141
2/13/2012 12:00,GBPUSD,1.58142,1.58237,1.57871,1.57926
2/13/2012 16:00,GBPUSD,1.57926,1.57983,1.57707,1.57746
2/13/2012 20:00,GBPUSD,1.57745,1.57782,1.57467,1.57496
2/14/2012 0:00,GBPUSD,1.57497,1.57497,1.57068,1.57099
2/14/2012 4:00,GBPUSD,1.571,1.57199,1.56865,1.57048
2/14/2012 8:00,GBPUSD,1.57049,1.57689,1.56952,1.57573
2/14/2012 12:00,GBPUSD,1.57575,1.57579,1.56942,1.56945
2/14/2012 16:00,GBPUSD,1.56944,1.56978,1.56599,1.5677
2/14/2012 20:00,GBPUSD,1.56768,1.56956,1.56445,1.56899
2/15/2012 0:00,GBPUSD,1.569,1.5715,1.56745,1.57123
2/15/2012 4:00,GBPUSD,1.57124,1.57332,1.57055,1.57213
2/15/2012 8:00,GBPUSD,1.57213,1.57349,1.56751,1.5693
2/15/2012 12:00,GBPUSD,1.56935,1.57218,1.56742,1.5696
2/15/2012 16:00,GBPUSD,1.56958,1.57109,1.56701,1.5707
2/15/2012 20:00,GBPUSD,1.57069,1.57086,1.56795,1.56883
2/16/2012 0:00,GBPUSD,1.56883,1.56963,1.56621,1.56724
2/16/2012 4:00,GBPUSD,1.56723,1.56793,1.56605,1.56657
2/16/2012 8:00,GBPUSD,1.56657,1.56878,1.56589,1.56751
2/16/2012 12:00,GBPUSD,1.56752,1.57052,1.56543,1.57021
2/16/2012 16:00,GBPUSD,1.5702,1.5798,1.56999,1.57895
2/16/2012 20:00,GBPUSD,1.57896,1.58155,1.57885,1.58035
2/17/2012 0:00,GBPUSD,1.58036,1.58166,1.57985,1.58052
2/17/2012 4:00,GBPUSD,1.58053,1.58074,1.57928,1.57942
2/17/2012 8:00,GBPUSD,1.57941,1.58612,1.57891,1.58396
2/17/2012 12:00,GBPUSD,1.58397,1.58487,1.58059,1.58155
2/17/2012 16:00,GBPUSD,1.58157,1.58342,1.57986,1.58312
2/17/2012 20:00,GBPUSD,1.58312,1.58437,1.58181,1.5833
2/20/2012 0:00,GBPUSD,1.58615,1.58777,1.58609,1.58734
2/20/2012 4:00,GBPUSD,1.58735,1.58782,1.58671,1.58714
2/20/2012 8:00,GBPUSD,1.58712,1.58723,1.58417,1.58466
2/20/2012 12:00,GBPUSD,1.58465,1.58791,1.58453,1.58495
2/20/2012 16:00,GBPUSD,1.58494,1.58711,1.5838,1.58485
2/20/2012 20:00,GBPUSD,1.58486,1.58536,1.58379,1.58379
2/21/2012 0:00,GBPUSD,1.58381,1.58551,1.5808,1.58362
2/21/2012 4:00,GBPUSD,1.58362,1.58608,1.58293,1.58569
2/21/2012 8:00,GBPUSD,1.5857,1.58638,1.58023,1.58073
2/21/2012 12:00,GBPUSD,1.58074,1.58252,1.57723,1.57838
2/21/2012 16:00,GBPUSD,1.57837,1.58234,1.57739,1.57861
2/21/2012 20:00,GBPUSD,1.57861,1.57933,1.57743,1.57784
2/22/2012 0:00,GBPUSD,1.57783,1.57898,1.57628,1.57691
2/22/2012 4:00,GBPUSD,1.57691,1.57992,1.57682,1.57923
2/22/2012 8:00,GBPUSD,1.57921,1.58127,1.56952,1.57214
2/22/2012 12:00,GBPUSD,1.57213,1.57225,1.56502,1.56606
2/22/2012 16:00,GBPUSD,1.56608,1.5692,1.5648,1.56803
2/22/2012 20:00,GBPUSD,1.56801,1.5683,1.5661,1.5667
2/23/2012 0:00,GBPUSD,1.56671,1.56708,1.56487,1.56681
2/23/2012 4:00,GBPUSD,1.5668,1.56958,1.56656,1.56944
2/23/2012 8:00,GBPUSD,1.56946,1.57237,1.5678,1.57146
2/23/2012 12:00,GBPUSD,1.57145,1.57306,1.56821,1.56849
2/23/2012 16:00,GBPUSD,1.56848,1.57176,1.56811,1.57118
2/23/2012 20:00,GBPUSD,1.57122,1.57489,1.57078,1.57446
2/24/2012 0:00,GBPUSD,1.57446,1.57518,1.57386,1.57422
2/24/2012 4:00,GBPUSD,1.57423,1.57458,1.5725,1.57346
2/24/2012 8:00,GBPUSD,1.57344,1.58171,1.57208,1.57954
2/24/2012 12:00,GBPUSD,1.57953,1.58626,1.57932,1.58537
2/24/2012 16:00,GBPUSD,1.58536,1.58938,1.58467,1.58814
2/24/2012 20:00,GBPUSD,1.58813,1.58983,1.58667,1.58711
2/27/2012 0:00,GBPUSD,1.58919,1.58941,1.58618,1.58665
2/27/2012 4:00,GBPUSD,1.58665,1.58739,1.5853,1.58604
2/27/2012 8:00,GBPUSD,1.58609,1.5871,1.58454,1.58629
2/27/2012 12:00,GBPUSD,1.58627,1.58742,1.58316,1.58441
2/27/2012 16:00,GBPUSD,1.58441,1.58683,1.58102,1.58172
2/27/2012 20:00,GBPUSD,1.58172,1.58278,1.58133,1.5819
2/28/2012 0:00,GBPUSD,1.58189,1.58403,1.58188,1.58307
2/28/2012 4:00,GBPUSD,1.58306,1.58477,1.58269,1.58439
2/28/2012 8:00,GBPUSD,1.58437,1.58747,1.58369,1.58506
2/28/2012 12:00,GBPUSD,1.58505,1.58685,1.58212,1.58353
2/28/2012 16:00,GBPUSD,1.58356,1.58996,1.57992,1.58746
2/28/2012 20:00,GBPUSD,1.58744,1.59058,1.58728,1.59003
2/29/2012 0:00,GBPUSD,1.59003,1.59365,1.58979,1.59291
2/29/2012 4:00,GBPUSD,1.59292,1.59359,1.59209,1.59266
2/29/2012 8:00,GBPUSD,1.59267,1.5958,1.59107,1.59371
2/29/2012 12:00,GBPUSD,1.59369,1.59771,1.5925,1.59708
2/29/2012 16:00,GBPUSD,1.59712,1.59908,1.59114,1.59401
2/29/2012 20:00,GBPUSD,1.59403,1.59449,1.59036,1.59198
3/1/2012 0:00,GBPUSD,1.59199,1.59321,1.59146,1.59178
3/1/2012 4:00,GBPUSD,1.59177,1.59343,1.59121,1.59124
3/1/2012 8:00,GBPUSD,1.59126,1.59551,1.58958,1.59407
3/1/2012 12:00,GBPUSD,1.59408,1.59598,1.59303,1.59345
3/1/2012 16:00,GBPUSD,1.59344,1.5974,1.59269,1.59531
3/1/2012 20:00,GBPUSD,1.59532,1.59591,1.5943,1.59536
3/2/2012 0:00,GBPUSD,1.59534,1.59652,1.59491,1.59493
3/2/2012 4:00,GBPUSD,1.59492,1.59507,1.59397,1.59416
3/2/2012 8:00,GBPUSD,1.59414,1.5943,1.59044,1.59242
3/2/2012 12:00,GBPUSD,1.59241,1.59286,1.58402,1.5844
3/2/2012 16:00,GBPUSD,1.58441,1.58654,1.58357,1.58474
3/2/2012 20:00,GBPUSD,1.58473,1.5852,1.5823,1.58322
3/5/2012 0:00,GBPUSD,1.58317,1.58442,1.58116,1.58119
3/5/2012 4:00,GBPUSD,1.58119,1.5829,1.58094,1.58235
3/5/2012 8:00,GBPUSD,1.58234,1.58289,1.57857,1.58076
3/5/2012 12:00,GBPUSD,1.58072,1.58727,1.5805,1.58634
3/5/2012 16:00,GBPUSD,1.58632,1.5876,1.58494,1.58571
3/5/2012 20:00,GBPUSD,1.5857,1.58711,1.58562,1.58607
3/6/2012 0:00,GBPUSD,1.58607,1.58809,1.586,1.58665
3/6/2012 4:00,GBPUSD,1.58666,1.58667,1.58472,1.58551
3/6/2012 8:00,GBPUSD,1.58551,1.5859,1.57572,1.57718
3/6/2012 12:00,GBPUSD,1.57717,1.57968,1.5749,1.57556
3/6/2012 16:00,GBPUSD,1.57556,1.57629,1.56956,1.57132
3/6/2012 20:00,GBPUSD,1.5714,1.57235,1.5705,1.57133
3/7/2012 0:00,GBPUSD,1.57135,1.57387,1.57107,1.57349
3/7/2012 4:00,GBPUSD,1.5735,1.57379,1.57216,1.57273
3/7/2012 8:00,GBPUSD,1.57274,1.57578,1.572,1.57377
3/7/2012 12:00,GBPUSD,1.57376,1.5738,1.56964,1.57171
3/7/2012 16:00,GBPUSD,1.57171,1.57536,1.56977,1.57339
3/7/2012 20:00,GBPUSD,1.57337,1.57445,1.57319,1.57404
3/8/2012 0:00,GBPUSD,1.57403,1.57425,1.57237,1.5736
3/8/2012 4:00,GBPUSD,1.57361,1.57703,1.57356,1.57566
3/8/2012 8:00,GBPUSD,1.57571,1.58306,1.57531,1.57963
3/8/2012 12:00,GBPUSD,1.57964,1.58124,1.57727,1.57915
3/8/2012 16:00,GBPUSD,1.57915,1.58309,1.57806,1.58184
3/8/2012 20:00,GBPUSD,1.58184,1.58327,1.58084,1.58271
3/9/2012 0:00,GBPUSD,1.58272,1.58279,1.5811,1.58228
3/9/2012 4:00,GBPUSD,1.58227,1.58269,1.57889,1.57982
3/9/2012 8:00,GBPUSD,1.57983,1.58197,1.57502,1.57693
3/9/2012 12:00,GBPUSD,1.57692,1.58044,1.57014,1.57031
3/9/2012 16:00,GBPUSD,1.57033,1.57093,1.56618,1.5667
3/9/2012 20:00,GBPUSD,1.56672,1.56842,1.56619,1.5672
3/12/2012 0:00,GBPUSD,1.56662,1.56719,1.56573,1.56682
3/12/2012 4:00,GBPUSD,1.56683,1.56816,1.56558,1.56772
3/12/2012 8:00,GBPUSD,1.56773,1.56945,1.56201,1.56205
3/12/2012 12:00,GBPUSD,1.56204,1.56425,1.56063,1.56279
3/12/2012 16:00,GBPUSD,1.56278,1.56437,1.56024,1.56324
3/12/2012 20:00,GBPUSD,1.56325,1.56451,1.56303,1.56401
3/13/2012 0:00,GBPUSD,1.564,1.5659,1.56354,1.56569
3/13/2012 4:00,GBPUSD,1.56567,1.56606,1.56405,1.56419
3/13/2012 8:00,GBPUSD,1.56419,1.56728,1.56354,1.56564
3/13/2012 12:00,GBPUSD,1.56562,1.56916,1.56199,1.56823
3/13/2012 16:00,GBPUSD,1.56823,1.57465,1.56757,1.56877
3/13/2012 20:00,GBPUSD,1.56878,1.57121,1.56789,1.57065
3/14/2012 0:00,GBPUSD,1.57066,1.57111,1.56773,1.56806
3/14/2012 4:00,GBPUSD,1.56807,1.56933,1.56491,1.56688
3/14/2012 8:00,GBPUSD,1.56688,1.57424,1.56557,1.57088
3/14/2012 12:00,GBPUSD,1.57087,1.57328,1.56647,1.56709
3/14/2012 16:00,GBPUSD,1.56708,1.57046,1.56575,1.56727
3/14/2012 20:00,GBPUSD,1.56727,1.56809,1.56634,1.5668
3/15/2012 0:00,GBPUSD,1.56681,1.56681,1.56353,1.56514
3/15/2012 4:00,GBPUSD,1.56513,1.56679,1.56426,1.5657
3/15/2012 8:00,GBPUSD,1.56567,1.56763,1.56332,1.5655
3/15/2012 12:00,GBPUSD,1.56546,1.56873,1.56378,1.56665
3/15/2012 16:00,GBPUSD,1.56665,1.57351,1.56596,1.57215
3/15/2012 20:00,GBPUSD,1.57214,1.57224,1.57026,1.57029
3/16/2012 0:00,GBPUSD,1.57028,1.57183,1.56939,1.57148
3/16/2012 4:00,GBPUSD,1.57147,1.57229,1.5707,1.57138
3/16/2012 8:00,GBPUSD,1.57138,1.57341,1.56979,1.57281
3/16/2012 12:00,GBPUSD,1.57281,1.58601,1.57265,1.5845
3/16/2012 16:00,GBPUSD,1.5845,1.58509,1.58187,1.5832
3/16/2012 20:00,GBPUSD,1.58319,1.58438,1.58229,1.58398
3/19/2012 0:00,GBPUSD,1.5844,1.58445,1.58272,1.58326
3/19/2012 4:00,GBPUSD,1.58327,1.58505,1.58319,1.58427
3/19/2012 8:00,GBPUSD,1.58425,1.58536,1.58211,1.58518
3/19/2012 12:00,GBPUSD,1.58519,1.58897,1.58457,1.58846
3/19/2012 16:00,GBPUSD,1.58844,1.59129,1.58805,1.58976
3/19/2012 20:00,GBPUSD,1.58976,1.58986,1.58861,1.58906
3/20/2012 0:00,GBPUSD,1.58906,1.58959,1.58721,1.58721
3/20/2012 4:00,GBPUSD,1.58722,1.58771,1.58638,1.58685
3/20/2012 8:00,GBPUSD,1.58684,1.58843,1.58353,1.58639
3/20/2012 12:00,GBPUSD,1.58637,1.58867,1.583,1.58506
3/20/2012 16:00,GBPUSD,1.58505,1.58724,1.58421,1.58663
3/20/2012 20:00,GBPUSD,1.58664,1.58684,1.58493,1.58602
3/21/2012 0:00,GBPUSD,1.58603,1.58932,1.58593,1.58892
3/21/2012 4:00,GBPUSD,1.58892,1.58898,1.58692,1.58857
3/21/2012 8:00,GBPUSD,1.58858,1.59222,1.58432,1.58677
3/21/2012 12:00,GBPUSD,1.5868,1.58788,1.5817,1.58244
3/21/2012 16:00,GBPUSD,1.58244,1.58628,1.58193,1.58557
3/21/2012 20:00,GBPUSD,1.58558,1.58731,1.58535,1.58656
3/22/2012 0:00,GBPUSD,1.58655,1.58829,1.58593,1.58619
3/22/2012 4:00,GBPUSD,1.5862,1.58776,1.58582,1.58747
3/22/2012 8:00,GBPUSD,1.58746,1.58916,1.5769,1.57987
3/22/2012 12:00,GBPUSD,1.57985,1.58111,1.57832,1.58073
3/22/2012 16:00,GBPUSD,1.58074,1.58211,1.57979,1.58166
3/22/2012 20:00,GBPUSD,1.58168,1.58205,1.58099,1.58151
3/23/2012 0:00,GBPUSD,1.58152,1.5826,1.58111,1.5816
3/23/2012 4:00,GBPUSD,1.58161,1.58257,1.58051,1.58137
3/23/2012 8:00,GBPUSD,1.58135,1.59072,1.58134,1.58596
3/23/2012 12:00,GBPUSD,1.58595,1.58824,1.58204,1.58789
3/23/2012 16:00,GBPUSD,1.5879,1.58863,1.58576,1.587
3/23/2012 20:00,GBPUSD,1.58699,1.58755,1.58653,1.58663
3/26/2012 0:00,GBPUSD,1.58712,1.5882,1.58614,1.58658
3/26/2012 4:00,GBPUSD,1.58659,1.58717,1.58524,1.58571
3/26/2012 8:00,GBPUSD,1.5857,1.58671,1.58008,1.58236
3/26/2012 12:00,GBPUSD,1.58237,1.59562,1.58197,1.5935
3/26/2012 16:00,GBPUSD,1.59349,1.59501,1.59215,1.59452
3/26/2012 20:00,GBPUSD,1.59451,1.59726,1.59409,1.59675
3/27/2012 0:00,GBPUSD,1.59677,1.59701,1.59558,1.59623
